"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4583","Click on WebElement ClickMe button","Chrome","2026-01-02","passed","2026-01-02","Button Click","button.spec.ts","",""
